country,city,station,parameter,value,date,source
Nepal,Hetauda,Hetauda Udhyog Sang Office (CEN-SR-18),pm25,31.0,2025-09-22 11:15:00+00:00,hours
Nepal,Hetauda,Hetauda Udhyog Sang Office (CEN-SR-18),pm25,25.2,2025-09-23 03:15:00+00:00,hours
Nepal,Hetauda,Hetauda Udhyog Sang Office (CEN-SR-18),pm25,23.8,2025-09-23 04:15:00+00:00,hours
Nepal,Hetauda,Hetauda Udhyog Sang Office (CEN-SR-18),pm25,22.0,2025-09-23 05:15:00+00:00,hours
Nepal,Hetauda,Hetauda Udhyog Sang Office (CEN-SR-18),pm25,23.7,2025-09-23 06:15:00+00:00,hours
Nepal,Hetauda,Hetauda Udhyog Sang Office (CEN-SR-18),pm25,27.2,2025-09-23 07:15:00+00:00,hours
Nepal,CEN-SR-02: Farsidol Brick Factories,CEN-SR-02: Farsidol Brick Factories,pm25,10.2,2025-09-18 23:15:00+00:00,hours
Nepal,CEN-SR-02: Farsidol Brick Factories,CEN-SR-02: Farsidol Brick Factories,pm25,16.0,2025-09-19 00:15:00+00:00,hours
Nepal,CEN-SR-02: Farsidol Brick Factories,CEN-SR-02: Farsidol Brick Factories,pm25,22.1,2025-09-19 01:15:00+00:00,hours
Nepal,CEN-SR-02: Farsidol Brick Factories,CEN-SR-02: Farsidol Brick Factories,pm25,13.2,2025-09-19 02:15:00+00:00,hours
Nepal,CEN-SR-02: Farsidol Brick Factories,CEN-SR-02: Farsidol Brick Factories,pm25,13.7,2025-09-19 03:15:00+00:00,hours
Nepal,CEN-SR-02: Farsidol Brick Factories,CEN-SR-02: Farsidol Brick Factories,pm25,22.5,2025-09-19 04:15:00+00:00,hours
Nepal,CEN-SR-02: Farsidol Brick Factories,CEN-SR-02: Farsidol Brick Factories,pm25,18.5,2025-09-19 05:15:00+00:00,hours
Nepal,CEN-SR-02: Farsidol Brick Factories,CEN-SR-02: Farsidol Brick Factories,pm25,18.0,2025-09-19 06:15:00+00:00,hours
Nepal,CEN-SR-02: Farsidol Brick Factories,CEN-SR-02: Farsidol Brick Factories,pm25,8.42,2025-09-19 07:15:00+00:00,hours
Nepal,CEN-SR-02: Farsidol Brick Factories,CEN-SR-02: Farsidol Brick Factories,pm25,9.77,2025-09-19 08:15:00+00:00,hours
Nepal,CEN-SR-02: Farsidol Brick Factories,CEN-SR-02: Farsidol Brick Factories,pm25,15.0,2025-09-19 09:15:00+00:00,hours
Nepal,CEN-SR-02: Farsidol Brick Factories,CEN-SR-02: Farsidol Brick Factories,pm25,26.2,2025-09-19 10:15:00+00:00,hours
Nepal,CEN-SR-02: Farsidol Brick Factories,CEN-SR-02: Farsidol Brick Factories,pm25,18.1,2025-09-19 11:15:00+00:00,hours
Nepal,CEN-SR-02: Farsidol Brick Factories,CEN-SR-02: Farsidol Brick Factories,pm25,28.5,2025-09-19 12:15:00+00:00,hours
Nepal,CEN-SR-02: Farsidol Brick Factories,CEN-SR-02: Farsidol Brick Factories,pm25,24.4,2025-09-19 13:15:00+00:00,hours
Nepal,CEN-SR-02: Farsidol Brick Factories,CEN-SR-02: Farsidol Brick Factories,pm25,19.0,2025-09-19 14:15:00+00:00,hours
Nepal,CEN-SR-02: Farsidol Brick Factories,CEN-SR-02: Farsidol Brick Factories,pm25,16.0,2025-09-19 15:15:00+00:00,hours
Nepal,CEN-SR-02: Farsidol Brick Factories,CEN-SR-02: Farsidol Brick Factories,pm25,11.0,2025-09-19 16:15:00+00:00,hours
Nepal,CEN-SR-02: Farsidol Brick Factories,CEN-SR-02: Farsidol Brick Factories,pm25,10.4,2025-09-19 17:15:00+00:00,hours
Nepal,CEN-SR-02: Farsidol Brick Factories,CEN-SR-02: Farsidol Brick Factories,pm25,16.1,2025-09-19 18:15:00+00:00,hours
Nepal,CEN-SR-02: Farsidol Brick Factories,CEN-SR-02: Farsidol Brick Factories,pm25,8.16,2025-09-19 19:15:00+00:00,hours
Nepal,CEN-SR-02: Farsidol Brick Factories,CEN-SR-02: Farsidol Brick Factories,pm25,5.06,2025-09-19 20:15:00+00:00,hours
Nepal,CEN-SR-02: Farsidol Brick Factories,CEN-SR-02: Farsidol Brick Factories,pm25,3.8,2025-09-19 21:15:00+00:00,hours
Nepal,CEN-SR-02: Farsidol Brick Factories,CEN-SR-02: Farsidol Brick Factories,pm25,4.51,2025-09-19 22:15:00+00:00,hours
